id,"description","category",day_of_week,day_of_month,month,year,amount,"currency_code","mode",account_id,"hashed_user_id",recurrent_bill
1057,"PAYMENT RECEIVED - THANK YOU","transfer",6,17,12,2016,500,"GBP","normal",349120,"aWdZdOxyAuKBGE1MaG+uRg==",0
1058,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",7,18,12,2016,-2.4,"GBP","normal",349120,"aWdZdOxyAuKBGE1MaG+uRg==",0
1059,"TANNER & CO LONDON","uncategorized",7,18,12,2016,-34,"GBP","normal",349120,"aWdZdOxyAuKBGE1MaG+uRg==",0
1060,"TANNER & CO","uncategorized",4,22,12,2016,5,"GBP","normal",349120,"aWdZdOxyAuKBGE1MaG+uRg==",0
1061,"COTE RESTAURANTS ST KAT LONDON","cafes_and_restaurants",4,22,12,2016,-25,"GBP","normal",349120,"aWdZdOxyAuKBGE1MaG+uRg==",0
1062,"PAYMENT RECEIVED - THANK YOU","transfer",1,26,12,2016,901.05,"GBP","normal",349120,"aWdZdOxyAuKBGE1MaG+uRg==",0
1063,"WAITROSE FASHION & HOME LONDON","groceries",4,1,12,2016,-10.05,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1064,"WAITROSE LONDON","groceries",4,1,12,2016,-67.39,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1065,"DELIVEROO.CO.UK LONDON","food_and_dining",4,1,12,2016,-146.3,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1066,"NOTES LONDON","income",4,1,12,2016,-2.9,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1067,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,1,12,2016,-3.4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1068,"THE LONDON EDITION LONDON","electronics_and_software",5,2,12,2016,-16.31,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1069,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",5,2,12,2016,-5.6,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1070,"IZ *MAIDEN LONDON_ UK","uncategorized",6,3,12,2016,-11,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1071,"BARBER AND PARLOUR LONDON","alcohol_and_bars",6,3,12,2016,-17,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1072,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",6,3,12,2016,-2.4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1073,"UBER *GB DEC03 EV3L3 HELP.UBER.COM","taxi",6,3,12,2016,-14.4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1074,"PP*PRETTY CUPPA LONDON","cafes_and_restaurants",6,3,12,2016,-8.4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1075,"THE NUANCE GROUP-NCB A STOCKHOLM ARLAN","shopping",2,6,12,2016,-19.86,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1076,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,7,12,2016,-6.5,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1077,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,8,12,2016,-3.4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1078,"TESCO STORES 6601 LONDON","groceries",4,8,12,2016,-12.6,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1079,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",6,10,12,2016,-6.5,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1080,"JONATHAN ADLER LONDON","transfer",6,10,12,2016,-197.23,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1081,"JONATHAN ADLER LONDON","transfer",6,10,12,2016,-21,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1082,"62617494 62617494","uncategorized",7,11,12,2016,-30,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1083,"ASOS.COM LONDON","clothing",7,11,12,2016,-196.89,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1084,"TESCO STORES 6601 LONDON","groceries",7,11,12,2016,-23.86,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1085,"LANGHAM HOTEL, LONDON LONDON","hotel",7,11,12,2016,-98,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1086,"PRET A MANGER LONDON","cafes_and_restaurants",1,12,12,2016,-2.25,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1087,"APOSTROPHE LONDON","cafes_and_restaurants",1,12,12,2016,-2.45,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1088,"FLYSAS STOCKHOLM","clothing",1,12,12,2016,-26.23,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1089,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",1,12,12,2016,-6.5,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1090,"AMAZON UK MARKETPLACE 800-279-6620","shopping",2,13,12,2016,-9.95,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1091,"OLIVERBONAS - JUBILEE P LONDON","shopping",2,13,12,2016,-10.04,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1092,"ALL BAR ONE LONDON","alcohol_and_bars",2,13,12,2016,-15.6,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1093,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",2,13,12,2016,-4.1,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1094,"UBER *GB DEC14 HNCWU HELP.UBER.COM","taxi",3,14,12,2016,-9.63,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1095,"DELIVEROO.CO.UK LONDON","food_and_dining",3,14,12,2016,-28,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1096,"CRUSSH CANARY WHARF - J LONDON","cafes_and_restaurants",3,14,12,2016,-8.55,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1097,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,14,12,2016,-1.7,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1098,"ITSU LONDON","cafes_and_restaurants",4,15,12,2016,-3.99,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1099,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,15,12,2016,-6,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1100,"UBER *GB DEC15 T7UH5 HELP.UBER.COM","taxi",5,16,12,2016,-21.94,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1101,"AMAZON UK MARKETPLACE 800-279-6620","shopping",5,16,12,2016,-28.97,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1102,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",5,16,12,2016,-9.3,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1103,"WORLD DUTY FREE LTD - L HOUNSLOW","shopping",6,17,12,2016,-38.78,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1104,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",6,17,12,2016,-3.1,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1105,"NSB Billettautomat Oslo Gardermoen","uncategorized",6,17,12,2016,-10.74,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1106,"AUTOGRILL CATERING UK, HOUNSLOW","cafes_and_restaurants",6,17,12,2016,-6.15,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1107,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",7,18,12,2016,-3.1,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1108,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",1,19,12,2016,-3.4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1109,"NOTES LONDON","income",1,19,12,2016,-2.9,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1110,"DELIVEROO.CO.UK LONDON","food_and_dining",3,21,12,2016,-50.9,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1111,"PAYMENT RECEIVED - THANK YOU","transfer",4,22,12,2016,2161.97,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1112,"WORLD DUTY FREE LTD - L HOUNSLOW","shopping",5,23,12,2016,-22.4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1113,"HEATHROW EXPRESS OPERAT LONDON","transportation",5,23,12,2016,-36,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1114,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",5,23,12,2016,-2.9,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1115,"NSB Billettautomat Oslo Gardermoen","uncategorized",5,23,12,2016,-10.84,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1116,"HARRODS INTERNATIONAL L HOUNSLOW","shopping",5,23,12,2016,-48.8,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1117,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,28,12,2016,-3.1,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1118,"TESCO STORES 6601 LONDON","groceries",3,28,12,2016,-12.62,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1119,"WAITROSE LONDON","groceries",4,29,12,2016,-138.23,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1120,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",4,29,12,2016,-3,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1121,"L'EAU A LA BOUCHE LONDON","uncategorized",5,30,12,2016,-9.5,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1122,"TESCO STORES 6601 LONDON","groceries",5,30,12,2016,-13.44,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1123,"UBER *GB DEC31 ZHQ5B HELP.UBER.COM","taxi",6,31,12,2016,-10.77,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1124,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",6,31,12,2016,-2.4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1125,"DAVIDOFF OF LONDON LONDON","education",6,31,12,2016,-4,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1126,"TESCO STORES 6601 LONDON","groceries",6,31,12,2016,-27.32,"GBP","normal",348951,"l4DltilI2C70SZBURxbGxw==",0
1127,"WH SMITH HEATHROW T2 HOUNSLOW","books_and_supplies",7,4,12,2016,-11.94,"GBP","normal",348952,"l4DltilI2C70SZBURxbGxw==",0
1128,"PRESSBYRÅN 4108834 STOCKHOLM-ARL","newspapers_and_magazines",7,4,12,2016,-8.34,"GBP","normal",348952,"l4DltilI2C70SZBURxbGxw==",0
1129,"TAXI 020 AB Sundbyberg","taxi",7,4,12,2016,-41.79,"GBP","normal",348952,"l4DltilI2C70SZBURxbGxw==",0
1130,"GRAND HOTEL STOCKHOLM STOCKHOLM","hotel",7,4,12,2016,-551.91,"GBP","normal",348952,"l4DltilI2C70SZBURxbGxw==",0
1131,"ALVIK KONSULT TRAN BROMMA","service_fee",2,6,12,2016,-175.86,"GBP","normal",348952,"l4DltilI2C70SZBURxbGxw==",0
1132,"3514 STB STOCKHOLM-ARL","uncategorized",2,6,12,2016,-26.02,"GBP","normal",348952,"l4DltilI2C70SZBURxbGxw==",0
1133,"PAYMENT RECEIVED - THANK YOU","transfer",4,22,12,2016,815.86,"GBP","normal",348952,"l4DltilI2C70SZBURxbGxw==",0
1134,"SLUG AND LETTUCE ARTILL LONDON","cafes_and_restaurants",4,1,12,2016,-9.45,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1135,"SLUG AND LETTUCE ARTILL LONDON","cafes_and_restaurants",4,1,12,2016,-37.8,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1136,"SLUG AND LETTUCE ARTILL LONDON","cafes_and_restaurants",4,1,12,2016,-20.15,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1137,"MAGGIES LONDON","food_and_dining",5,2,12,2016,-29.9,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1138,"WHOLE FOODS MARKET LONDON","shopping",5,2,12,2016,-22.63,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1139,"CECCONI'S RESTAURANT LONDON","cafes_and_restaurants",6,3,12,2016,-62.31,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1140,"CONNAUGHT F&B LTD LONDON","uncategorized",6,3,12,2016,-37.25,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1141,"INTEREST CHARGE","provider_fee",1,5,12,2016,-13.63,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1142,"AMAZON UK RETAIL AMAZON.CO.UK","shopping",1,5,12,2016,-16.98,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1143,"COTE RESTAURANTS ST KAT LONDON","cafes_and_restaurants",1,12,12,2016,-57.32,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1144,"HOTEL V NESPLEIN B V 20 AMSTERDAM","hotel",1,12,12,2016,-252.93,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1145,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",3,14,12,2016,-2.4,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1146,"MARKS & SPENCER-CANARY LONDON","food_and_dining",3,14,12,2016,-13.9,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1147,"MARKS & SPENCER-CANARY LONDON","food_and_dining",3,14,12,2016,-19.92,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1148,"ARGOS (KENSINGTON CAT) LONDON","shopping",6,17,12,2016,-230.04,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1149,"PAYMENT RECEIVED - THANK YOU","transfer",6,17,12,2016,500,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1150,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",7,18,12,2016,-2.4,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1151,"TANNER & CO LONDON","uncategorized",7,18,12,2016,-34,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1152,"TANNER & CO","uncategorized",4,22,12,2016,5,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1153,"COTE RESTAURANTS ST KAT LONDON","cafes_and_restaurants",4,22,12,2016,-25,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1154,"PAYMENT RECEIVED - THANK YOU","transfer",1,26,12,2016,901.05,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
1155,"CO-OP GROUP FOOD CD 3471","groceries",4,1,12,2016,-5.99,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1156,"TESCO STORES 2249 CD 3471","groceries",4,1,12,2016,-3,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1157,"TESCO STORES 2249 CD 3471","groceries",5,2,12,2016,-3,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1158,"SAINSBURYS S/MKTS CD 3471","groceries",1,5,12,2016,-28.74,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1159,"Amazon UK Marketpl CD 3471","shopping",1,5,12,2016,-5.28,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1160,"WWW.CAMDEN.GOV.UK CD 3471","alcohol_and_bars",1,5,12,2016,-242,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1161,"FORBIDDEN PLANET CD 3471","food_and_dining",1,5,12,2016,-112.2,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1162,"WorderyEU CD 3471","books_and_supplies",1,5,12,2016,-66.11,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1163,"W & G FOYLE LTD CD 3471","books_and_supplies",1,5,12,2016,-22.98,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1164,"WorderyEU CD 3471","books_and_supplies",1,5,12,2016,-17.08,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1165,"SAINSBURYS S/MKTS CD 3471","groceries",1,5,12,2016,-12.95,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1166,"SAVINGS","transfer",1,5,12,2016,-15,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1167,"BUXTON C R COUNCIL 03DEC16 352995132101302101","transfer",1,5,12,2016,120,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1168,"TFL.GOV.UK/CP CD 3471","public_transportation",1,5,12,2016,-6.7,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1169,"Amazon UK Marketpl CD 3471","shopping",2,6,12,2016,-26.68,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1170,"Amazon Svcs Europe CD 3471","service_fee",2,6,12,2016,-2.81,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1171,"Amazon UK Marketpl CD 3471","shopping",2,6,12,2016,-2.81,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1172,"CO-OP GROUP FOOD CD 3471","groceries",2,6,12,2016,-2.69,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1173,"JAPAN CENTRE ONLIN CD 3471","shopping",3,7,12,2016,-11.44,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1174,"TESCO STORES 2789 CD 3471","groceries",3,7,12,2016,-6,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1175,"TESCO STORES 2249 CD 3471","groceries",3,7,12,2016,-4.3,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1176,"TESCO STORES 2249 CD 3471","groceries",3,7,12,2016,-3.7,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1177,"TFL.GOV.UK/CP CD 3471","public_transportation",4,8,12,2016,-5.6,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1178,"TESCO STORES 2249 CD 3471","groceries",4,8,12,2016,-5.99,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1179,"TESCO STORES 2249 CD 3471","groceries",4,8,12,2016,-2.1,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1180,"LNK TESCO ST KAT D CD 3471 09DEC16","groceries",5,9,12,2016,-20,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1181,"F/FLOW GERALD V RA","transfer",5,9,12,2016,459.84,"GBP","transfer",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1182,"AMAZON UK RETAIL A CD 3471","shopping",1,12,12,2016,-37.37,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1183,"BUXTON C R RENT 3062498064321109SO","mortgage_and_rent",1,12,12,2016,562,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1184,"SAVINGS","transfer",1,12,12,2016,-15,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1185,"TESCO STORES 2249 CD 3471","groceries",1,12,12,2016,-2.1,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1186,"Amazon UK Marketpl CD 3471","shopping",2,13,12,2016,-1.92,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1187,"SAINSBURY'S S/MKTS CD 3471","groceries",2,13,12,2016,-2.33,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1188,"AMAZON MKTPLACE PM CD 3471","shopping",4,15,12,2016,-13.87,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1189,"BATTERSEA DOGS AND Z0970829/1/23","cafes_and_restaurants",4,15,12,2016,-10,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",1
1190,"CATS PROTECTION DON1636681","cafes_and_restaurants",4,15,12,2016,-10,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",1
1191,"TESCO STORES 2249 CD 3471","groceries",4,15,12,2016,-5.99,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1192,"TESCO STORES 2249 CD 3471","groceries",4,15,12,2016,-2.4,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1193,"TFL.GOV.UK/CP CD 3471","public_transportation",5,16,12,2016,-2.4,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1194,"TESCO STORES 2249 CD 3471","groceries",5,16,12,2016,-2.4,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1195,"MCLTDCLIENTACCOUNT","transfer",5,16,12,2016,-1083.3,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1196,"W & G FOYLE LTD CD 3471","books_and_supplies",1,19,12,2016,-28.96,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1197,"TFL.GOV.UK/CP CD 3471","public_transportation",1,19,12,2016,-2.4,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1198,"VIRGIN MEDIA PYMTS 048860102001","transfer",1,19,12,2016,-32.39,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",1
1199,"SAVINGS","transfer",1,19,12,2016,-15,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1200,"LNK 400202SHAFTSB CD 3471 18DEC16","transfer",1,19,12,2016,-20,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1201,"TFL.GOV.UK/CP CD 3471","public_transportation",1,19,12,2016,-5.6,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1202,"TESCO STORES 2789 CD 3471","groceries",1,19,12,2016,-3.3,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1203,"TESCO STORES 2249 CD 3471","groceries",1,19,12,2016,-2.4,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1204,"TESCO STORES 2249 CD 3471","groceries",2,20,12,2016,-5.99,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1205,"ALGERIAN COFFE STO CD 3471","food_and_dining",2,20,12,2016,-19.9,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1206,"TESCO STORES 2249 CD 3471","groceries",2,20,12,2016,-5.56,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1207,"TESCO STORES 2249 CD 3471","groceries",2,20,12,2016,-2.65,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1208,"E.ON 013133956300A","cafes_and_restaurants",2,20,12,2016,-35,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",1
1209,"CO-OP GROUP FOOD CD 3471","groceries",3,21,12,2016,-5.33,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1210,"TESCO STORES 2249 CD 3471","groceries",3,21,12,2016,-3,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1211,"TFL.GOV.UK/CP CD 3471","public_transportation",4,22,12,2016,-2.4,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1212,"F/FLOW GERALD V RA","transfer",4,22,12,2016,200,"GBP","transfer",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1213,"TESCO STORES 2249 CD 3471","groceries",4,22,12,2016,-2.4,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1214,"TFL.GOV.UK/CP CD 3471","public_transportation",5,23,12,2016,-2.4,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1215,"M RAYMOND","uncategorized",1,5,12,2016,15,"GBP","normal",353908,"Wthjx338n8ax0VM3oqK6jw==",0
1216,"M RAYMOND","uncategorized",1,12,12,2016,15,"GBP","normal",353908,"Wthjx338n8ax0VM3oqK6jw==",0
1217,"INTEREST (GROSS)","investment_income",4,15,12,2016,0.01,"GBP","normal",353908,"Wthjx338n8ax0VM3oqK6jw==",0
1218,"M RAYMOND","uncategorized",1,19,12,2016,15,"GBP","normal",353908,"Wthjx338n8ax0VM3oqK6jw==",0
1219,"INTEREST (GROSS)","investment_income",5,16,12,2016,17.54,"GBP","normal",353909,"Wthjx338n8ax0VM3oqK6jw==",0
1220,"SAINSBURYS S/MKTS CD 3471","groceries",5,23,12,2016,1,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1221,"TESCO STORES 2789 CD 3471","groceries",5,23,12,2016,-11.32,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1222,"TESCO STORES 2249 CD 3471","groceries",5,23,12,2016,-3.7,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1223,"TESCO STORES 2249 CD 3471","groceries",5,23,12,2016,-3,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1224,"WWW.PETPLANET.CO.U CD 3471","pets",3,28,12,2016,-39.96,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1225,"MIP*VODAFONE TOPUP CD 3471","phone",3,28,12,2016,-5,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",1
1226,"Amazon UK Marketpl CD 3471","shopping",3,28,12,2016,-12.62,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1227,"SAINSBURYS S/MKTS CD 3471","groceries",3,28,12,2016,-27.7,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1228,"STEAMGAMES.COM CD 3471","games",3,28,12,2016,-10.99,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1229,"STEAMGAMES.COM CD 3471","games",3,28,12,2016,-3.24,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1230,"SAVINGS","transfer",3,28,12,2016,-15,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1231,"MOBILLITY LT DEC16 MOBILLITY 975684431301622101 26DEC16","shopping",3,28,12,2016,851.24,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1232,"SAINSBURYS S/MKTS CD 3471","groceries",3,28,12,2016,-50.1,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1233,"CO-OP GROUP FOOD CD 3471","groceries",4,29,12,2016,-7.8,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1234,"TFL.GOV.UK/CP CD 3471","public_transportation",5,30,12,2016,-3.1,"GBP","normal",353907,"Wthjx338n8ax0VM3oqK6jw==",0
1235,"M RAYMOND","uncategorized",3,28,12,2016,15,"GBP","normal",353908,"Wthjx338n8ax0VM3oqK6jw==",0
